x,y,u,v,p
0.365,0.015,-0.05285863,0.006496882,0.1133984
0.375,0.015,-0.06110292,0.006861274,0.1128812
0.385,0.015,-0.06959819,0.007136484,0.1123755
0.395,0.015,-0.07821115,0.007307229,0.1118952
0.405,0.015,-0.08679718,0.00736084,0.1114555
0.415,0.015,-0.09520482,0.007287678,0.111073
0.425,0.015,-0.1032803,0.007081318,0.1107643
0.435,0.015,-0.1108716,0.006738532,0.1105462
0.445,0.015,-0.1178323,0.006259112,0.1104339
0.455,0.015,-0.1240241,0.005645611,0.1104413
0.465,0.015,-0.1293196,0.004903068,0.1105796
0.475,0.015,-0.133604,0.004038772,0.1108564
0.485,0.015,-0.1367761,0.00306212,0.1112757
0.495,0.015,-0.1387501,0.001984569,0.1118364
0.505,0.015,-0.139456,0.000819652,0.1125325
0.515,0.015,-0.1388407,-0.00041691,0.1133522
0.525,0.015,-0.1368702,-0.001706483,0.1142783
0.535,0.015,-0.1335298,-0.003027965,0.1152872
0.545,0.015,-0.1288256,-0.004357577,0.1163504
0.555,0.015,-0.1227858,-0.005668597,0.117434
0.565,0.015,-0.115463,-0.006931537,0.1185006
0.575,0.015,-0.1069352,-0.008114576,0.1195098
0.585,0.015,-0.09730701,-0.009184351,0.1204208
0.595,0.015,-0.08671023,-0.01010711,0.1211939
0.605,0.015,-0.0753035,-0.01085026,0.1217932
0.615,0.015,-0.06327079,-0.01138419,0.1221885
0.625,0.015,-0.05081854,-0.01168434,0.1223582
0.635,0.015,-0.03817142,-0.01173326,0.1222906
0.645,0.015,-0.02556651,-0.01152243,0.1219853
0.655,0.015,-0.01324618,-0.01105368,0.1214538
0.665,0.015,-0.001449954,-0.01033989,0.1207184
0.675,0.015,0.009594134,-0.009405003,0.1198112
0.685,0.015,0.01967834,-0.008283109,0.1187716
0.695,0.015,0.02862362,-0.007016507,0.117643
0.705,0.015,0.03628664,-0.005653368,0.1164703
0.715,0.015,0.04256544,-0.004244955,0.1152963
0.725,0.015,0.04740322,-0.002842692,0.1141593
0.735,0.015,0.0507901,-0.001495361,0.1130911
0.745,0.015,0.05276277,-0.000246638,0.1121158
0.755,0.015,0.05340188,0.00086672,0.111249
0.765,0.015,0.05282807,0.001816698,0.1104987
0.775,0.015,0.05119545,0.002585512,0.1098658
0.785,0.015,0.04868251,0.003165647,0.1093453
0.795,0.015,0.0454822,0.003559622,0.1089282
0.805,0.015,0.04179137,0.003779105,0.1086027
0.815,0.015,0.0378001,0.003843338,0.1083555
0.825,0.015,0.03368231,0.003777015,0.1081734
0.835,0.015,0.02958815,0.003607836,0.1080437
0.845,0.015,0.02563924,0.003364055,0.1079552
0.855,0.015,0.02192663,0.003072337,0.1078981
0.865,0.015,0.01851159,0.002756163,0.1078644
0.875,0.015,0.01542844,0.002434888,0.1078475
0.885,0.015,0.01268881,0.002123441,0.1078425
0.895,0.015,0.01028649,0.001832476,0.1078453
0.905,0.015,0.008202368,0.001568735,0.1078533
0.915,0.015,0.00640923,0.001335311,0.1078643
0.925,0.015,0.004876437,0.001131619,0.1078771
0.935,0.015,0.003574679,0.000953093,0.1078907
0.945,0.015,0.002480845,0.000790929,0.1079048
0.955,0.015,0.001582435,0.000632658,0.107919
0.965,0.015,0.000879933,0.000464848,0.1079331
0.975,0.015,0.000383932,0.000280393,0.1079464
0.985,0.015,0.00010173,9.53838E-05,0.1079573
0.995,0.015,6.77767E-06,-1.51981E-05,0.1079638
1,0.015,0,0,0.1079647
0,0.025,0,0,0.1195707
0.005,0.025,9.31911E-05,-0.000241653,0.1195737
0.015,0.025,0.000570055,-0.000874208,0.1195862
0.025,0.025,0.001473646,-0.00151219,0.1195954
0.035,0.025,0.002724726,-0.002007055,0.1195984
0.045,0.025,0.004208641,-0.002297805,0.1195929
0.055,0.025,0.005792723,-0.002373549,0.1195773
0.065,0.025,0.007347603,-0.00225608,0.1195514
0.075,0.025,0.00876389,-0.00198883,0.1195161
0.085,0.025,0.009962574,-0.001626825,0.1194731
0.095,0.025,0.01089915,-0.001226982,0.1194245
0.105,0.025,0.01156215,-0.00083967,0.1193721
0.115,0.025,0.0119671,-0.000502496,0.1193172
0.125,0.025,0.01214754,-0.000236738,0.1192605
0.135,0.025,0.01214433,-4.64207E-05,0.1192021
0.145,0.025,0.0119951,8.02755E-05,0.119141
0.155,0.025,0.01172493,0.000167651,0.119076
0.165,0.025,0.01133977,0.000247631,0.1190054
0.175,0.025,0.01082323,0.000354133,0.1189272
0.185,0.025,0.01013711,0.000517685,0.1188394
0.195,0.025,0.009224919,0.000761541,0.1187399
0.205,0.025,0.008017143,0.001100266,0.118627
0.215,0.025,0.006436518,0.001540931,0.1184989
0.225,0.025,0.004402089,0.002086019,0.1183536
0.235,0.025,0.001831639,0.002736478,0.1181893
0.245,0.025,-0.001356917,0.003493461,0.1180036
0.255,0.025,-0.005244051,0.004358162,0.1177943
0.265,0.025,-0.009906066,0.005330124,0.1175588
0.275,0.025,-0.01541107,0.006404999,0.1172945
0.285,0.025,-0.02181369,0.007572596,0.116999
0.295,0.025,-0.02914904,0.008815664,0.1166701
0.305,0.025,-0.03742673,0.01010946,0.1163062
0.315,0.025,-0.04662567,0.01142203,0.1159066
0.325,0.025,-0.05669032,0.01271519,0.1154717
0.335,0.025,-0.06752916,0.0139462,0.1150033
0.345,0.025,-0.07901565,0.01506991,0.1145052
0.355,0.025,-0.09099193,0.01604135,0.1139831
0.365,0.025,-0.1032749,0.0168184,0.1134452
0.375,0.025,-0.1156639,0.01736418,0.1129019
0.385,0.025,-0.1279496,0.01764891,0.1123659
0.395,0.025,-0.1399226,0.01765111,0.111852
0.405,0.025,-0.1513808,0.01735799,0.1113764
0.415,0.025,-0.1621363,0.01676521,0.1109566
0.425,0.025,-0.1720193,0.015876,0.1106102
0.435,0.025,-0.1808808,0.01470003,0.1103547
0.445,0.025,-0.1885936,0.01325212,0.1102062
0.455,0.025,-0.1950523,0.011551,0.1101791
0.465,0.025,-0.2001715,0.009618337,0.1102848
0.475,0.025,-0.2038844,0.00747797,0.1105315
0.485,0.025,-0.2061409,0.005155543,0.1109231
0.495,0.025,-0.2069061,0.002678445,0.111459
0.505,0.025,-0.2061583,7.60556E-05,0.1121331
0.515,0.025,-0.2038895,-0.002619514,0.1129341
0.525,0.025,-0.2001031,-0.005373604,0.1138447
0.535,0.025,-0.1948149,-0.008148373,0.1148418
0.545,0.025,-0.1880539,-0.0109018,0.115897
0.555,0.025,-0.1798643,-0.01358743,0.1169768
0.565,0.025,-0.1703065,-0.01615441,0.1180438
0.575,0.025,-0.1594602,-0.01854792,0.1190577
0.585,0.025,-0.1474255,-0.02071029,0.1199774
0.595,0.025,-0.1343253,-0.02258268,0.1207628
0.605,0.025,-0.1203061,-0.02410749,0.1213772
0.615,0.025,-0.1055387,-0.02523135,0.1217896
0.625,0.025,-0.09021682,-0.02590854,0.1219773
0.635,0.025,-0.07455481,-0.02610453,0.1219275
0.645,0.025,-0.05878363,-0.02579933,0.1216391
0.655,0.025,-0.04314522,-0.02499017,0.1211229
0.665,0.025,-0.02788567,-0.02369319,0.1204009
0.675,0.025,-0.01324764,-0.02194381,0.1195054
0.685,0.025,0.000537547,-0.01979575,0.1184761
0.695,0.025,0.01325731,-0.01731862,0.1173573
0.705,0.025,0.02472465,-0.01459436,0.1161948
0.715,0.025,0.03478386,-0.01171307,0.1150322
0.725,0.025,0.04331476,-0.008768645,0.1139088
0.735,0.025,0.05023605,-0.005854479,0.1128568
0.745,0.025,0.05550777,-0.003059536,0.1119006
0.755,0.025,0.05913297,-0.000464759,0.1110559
0.765,0.025,0.06115816,0.001859633,0.1103304
0.775,0.025,0.06167394,0.003857183,0.1097242
0.785,0.025,0.06081443,0.005489177,0.1092315
0.795,0.025,0.05875156,0.006735762,0.1088421
0.805,0.025,0.0556875,0.007596787,0.1085429
0.815,0.025,0.05184418,0.008091288,0.1083197
0.825,0.025,0.04745064,0.00825524,0.1081584
0.835,0.025,0.04272956,0.008137682,0.1080457
0.845,0.025,0.03788465,0.007795695,0.1079703
0.855,0.025,0.03309069,0.007288989,0.1079225
0.865,0.025,0.02848713,0.006674945,0.1078946
0.875,0.025,0.02417587,0.006004775,0.1078807
0.885,0.025,0.02022261,0.005321125,0.1078763
0.895,0.025,0.01666097,0.00465702,0.1078783
0.905,0.025,0.01349845,0.004035716,0.1078843
0.915,0.025,0.0107232,0.003470814,0.1078927
0.925,0.025,0.008311317,0.002966149,0.1079024
0.935,0.025,0.006234229,0.002515386,0.1079128
0.945,0.025,0.004466034,0.002102,0.1079235
0.955,0.025,0.002989888,0.001701164,0.1079345
0.965,0.025,0.001801917,0.001286005,0.1079457
0.975,0.025,0.000910206,0.000842002,0.1079569
0.985,0.025,0.00032633,0.000395101,0.1079677
0.995,0.025,4.85836E-05,6.14744E-05,0.107977
1,0.025,0,0,0.1079789
0,0.035,0,0,0.119559
0.005,0.035,0.000131979,-0.00053991,0.1195631
0.015,0.035,0.000783841,-0.00169832,0.1195797
0.025,0.035,0.001963581,-0.002765425,0.1195908
0.035,0.035,0.003534335,-0.003568252,0.119594
0.045,0.035,0.0053434,-0.004023585,0.1195875
0.055,0.035,0.007230541,-0.004117189,0.1195703
0.065,0.035,0.009045699,-0.003886479,0.1195429
0.075,0.035,0.01066491,-0.003404107,0.1195064
0.085,0.035,0.01200017,-0.002761232,0.119463
0.095,0.035,0.01300231,-0.002051415,0.119415
0.105,0.035,0.01365791,-0.001356867,0.1193643
0.115,0.035,0.0139814,-0.000738356,0.1193122
0.125,0.035,0.01400431,-0.000229352,0.1192592
0.135,0.035,0.013763,0.000165635,0.1192051
0.145,0.035,0.0132866,0.00046883,0.1191489
0.155,0.035,0.01258678,0.000723542,0.119089
0.165,0.035,0.01165065,0.000985842,0.1190236
0.175,0.035,0.01043791,0.001314816,0.1189507
0.185,0.035,0.008882467,0.001763333,0.1188684
0.195,0.035,0.006897402,0.002371535,0.1187747
0.205,0.035,0.004381789,0.003164623,0.118668
0.215,0.035,0.001227229,0.004154894,0.1185465
0.225,0.035,-0.002676917,0.005346251,0.1184083
0.235,0.035,-0.007439471,0.006738398,0.1182512
0.245,0.035,-0.01316342,0.008328557,0.1180725
0.255,0.035,-0.01994077,0.01011015,0.1178692
0.265,0.035,-0.02784559,0.01206952,0.117638
0.275,0.035,-0.0369257,0.01418232,0.1173752
0.285,0.035,-0.04719404,0.01641114,0.1170773
0.295,0.035,-0.05862103,0.01870479,0.1167409
0.305,0.035,-0.0711294,0.02099947,0.1163633
0.315,0.035,-0.0845925,0.02322155,0.1159428
0.325,0.035,-0.09883698,0.02529174,0.1154791
0.335,0.035,-0.1136499,0.02713019,0.1149738
0.345,0.035,-0.1287898,0.02866185,0.1144311
0.355,0.035,-0.1439999,0.02982146,0.1138574
0.365,0.035,-0.1590221,0.03055737,0.1132622
0.375,0.035,-0.1736104,0.03083393,0.1126576
0.385,0.035,-0.1875408,0.03063207,0.1120581
0.395,0.035,-0.2006188,0.02994843,0.1114803
0.405,0.035,-0.2126822,0.0287933,0.1109421
0.415,0.035,-0.223602,0.02718782,0.1104623
0.425,0.035,-0.2332795,0.02516101,0.1100597
0.435,0.035,-0.2416428,0.02274691,0.1097522
0.445,0.035,-0.2486415,0.01998224,0.1095565
0.455,0.035,-0.2542423,0.0169046,0.1094867
0.465,0.035,-0.2584242,0.01355134,0.1095543
0.475,0.035,-0.2611748,0.009959112,0.1097672
0.485,0.035,-0.262487,0.006163941,0.1101291
0.495,0.035,-0.2623575,0.002201815,0.1106392
0.505,0.035,-0.2607852,-0.001890259,0.1112916
0.515,0.035,-0.2577706,-0.006073505,0.1120751
0.525,0.035,-0.2533165,-0.01030625,0.1129726
0.535,0.035,-0.2474299,-0.01454198,0.1139619
0.545,0.035,-0.2401238,-0.01872835,0.1150152
0.555,0.035,-0.2314196,-0.02280642,0.1160995
0.565,0.035,-0.2213501,-0.02671016,0.1171782
0.575,0.035,-0.2099631,-0.0303668,0.1182112
0.585,0.035,-0.1973247,-0.03369789,0.1191575
0.595,0.035,-0.1835227,-0.03662142,0.1199763
0.605,0.035,-0.1686696,-0.03905492,0.1206301
0.615,0.035,-0.1529047,-0.04091957,0.1210864
0.625,0.035,-0.1363949,-0.04214511,0.1213206
0.635,0.035,-0.1193332,-0.04267512,0.1213181
0.645,0.035,-0.1019361,-0.04247221,0.1210755
0.655,0.035,-0.0844384,-0.04152243,0.1206018
0.665,0.035,-0.0670856,-0.03983825,0.1199179
0.675,0.035,-0.0501259,-0.03745973,0.1190552
0.685,0.035,-0.03380098,-0.03445335,0.1180533
0.695,0.035,-0.01833757,-0.03090887,0.1169572
0.705,0.035,-0.003940226,-0.02693448,0.1158133
0.715,0.035,0.00921372,-0.02265097,0.1146668
0.725,0.035,0.02097715,-0.01818579,0.1135581
0.735,0.035,0.03123428,-0.01366758,0.1125209
0.745,0.035,0.03990057,-0.009221763,0.1115808
0.755,0.035,0.04692262,-0.004966971,0.1107545
0.765,0.035,0.05227901,-0.001011889,0.1100503
0.775,0.035,0.05598138,0.002546944,0.1094688
0.785,0.035,0.05807759,0.005628094,0.1090039
0.795,0.035,0.05865771,0.008171779,0.1086448
0.805,0.035,0.05785402,0.01014291,0.1083776
0.815,0.035,0.05583862,0.011534,0.1081866
0.825,0.035,0.05281691,0.01236618,0.1080562
0.835,0.035,0.04901659,0.01268751,0.107972
0.845,0.035,0.04467327,0.01256803,0.1079214
0.855,0.035,0.04001504,0.01209253,0.1078943
0.865,0.035,0.03524829,0.01135206,0.1078827
0.875,0.035,0.030547,0.01043583,0.107881
0.885,0.035,0.02604666,0.00942453,0.1078851
0.895,0.035,0.02184302,0.008385891,0.1078925
0.905,0.035,0.01799484,0.007372099,0.1079013
0.915,0.035,0.01452972,0.006418459,0.1079107
0.925,0.035,0.01145182,0.005542472,0.1079201
0.935,0.035,0.008750655,0.004743104,0.1079293
0.945,0.035,0.006410247,0.00400103,0.1079382
0.955,0.035,0.004417783,0.003281853,0.1079472
0.965,0.035,0.002770616,0.002545378,0.1079567
0.975,0.035,0.001480449,0.00176482,0.1079672
0.985,0.035,0.000574355,0.000960429,0.1079792
0.995,0.035,9.45913E-05,0.000252295,0.1079924
1,0.035,0,0,0.1079954
0,0.045,0,0,0.1195529
0.005,0.045,0.000161277,-0.000926127,0.1195579
0.015,0.045,0.00095116,-0.002737046,0.119578
0.025,0.045,0.00235348,-0.00429429,0.1195911
0.035,0.045,0.004175041,-0.005417501,0.1195943
0.045,0.045,0.006219079,-0.006015403,0.1195863
0.055,0.045,0.008294484,-0.006080803,0.1195667
0.065,0.045,0.01023209,-0.00567537,0.1195364
0.075,0.045,0.0118987,-0.004908252,0.1194975
0.085,0.045,0.01320434,-0.003912062,0.1194527
0.095,0.045,0.01410191,-0.002819859,0.1194046
0.105,0.045,0.01458059,-0.001745994,0.1193554
0.115,0.045,0.01465498,-0.000772456,0.1193065
0.125,0.045,0.01435194,5.88317E-05,0.1192581
0.135,0.045,0.01369683,0.000747932,0.1192095
0.145,0.045,0.01270073,0.00133331,0.1191595
0.155,0.045,0.01135028,0.001883233,0.1191062
0.165,0.045,0.009601706,0.002483152,0.1190475
0.175,0.045,0.007379961,0.003221033,0.1189812
0.185,0.045,0.00458288,0.004173782,0.1189053
0.195,0.045,0.001088873,0.005398127,0.118818
0.205,0.045,-0.003234152,0.006927977,0.1187174
0.215,0.045,-0.008520486,0.008777561,0.1186017
0.225,0.045,-0.0148994,0.01094712,0.1184684
0.235,0.045,-0.02248811,0.01342717,0.1183147
0.245,0.045,-0.03138337,0.01619897,0.1181368
0.255,0.045,-0.04165109,0.01923129,0.1179304
0.265,0.045,-0.05331479,0.02247597,0.1176904
0.275,0.045,-0.06634488,0.02586462,0.1174117
0.285,0.045,-0.08065103,0.02930836,0.1170889
0.295,0.045,-0.09607981,0.03270089,0.1167174
0.305,0.045,-0.1124187,0.03592459,0.1162934
0.315,0.045,-0.1294069,0.03885877,0.1158147
0.325,0.045,-0.1467516,0.04138872,0.1152817
0.335,0.045,-0.1641478,0.04341432,0.1146972
0.345,0.045,-0.1812983,0.0448568,0.1140671
0.355,0.045,-0.1979311,0.04566276,0.1134007
0.365,0.045,-0.2138122,0.04580515,0.11271
0.375,0.045,-0.2287521,0.04528154,0.11201
0.385,0.045,-0.2426075,0.04411026,0.1113176
0.395,0.045,-0.2552773,0.04232547,0.1106514
0.405,0.045,-0.2666966,0.03997195,0.1100307
0.415,0.045,-0.2768288,0.03710031,0.1094753
0.425,0.045,-0.2856573,0.03376306,0.109004
0.435,0.045,-0.2931785,0.03001173,0.1086348
0.445,0.045,-0.2993958,0.02589498,0.1083836
0.455,0.045,-0.3043149,0.02145777,0.1082642
0.465,0.045,-0.3079408,0.01674123,0.1082872
0.475,0.045,-0.3102757,0.0117832,0.1084598
0.485,0.045,-0.311318,0.006619269,0.1087855
0.495,0.045,-0.3110617,0.001284204,0.1092634
0.505,0.045,-0.3094968,-0.00418652,0.1098877
0.515,0.045,-0.30661,-0.009754949,0.1106477
