x,y,u,v,p
0.623333,0.01,-0.01587018,-0.01200569,0.1233775
0.63,0.01,-0.003421105,-0.01160177,0.1227115
0.636667,0.01,0.008688281,-0.01102192,0.1218705
0.643333,0.01,0.02027266,-0.01028825,0.1208797
0.65,0.01,0.03110845,-0.009431317,0.1197601
0.656667,0.01,0.04117661,-0.008444059,0.1185419
0.663333,0.01,0.05035812,-0.007374228,0.1172612
0.67,0.01,0.05855262,-0.006255461,0.1159476
0.676667,0.01,0.06559474,-0.005115797,0.1146296
0.683333,0.01,0.07160982,-0.003963166,0.1133364
0.69,0.01,0.07654179,-0.002833392,0.1120872
0.696667,0.01,0.08025561,-0.001772045,0.1109062
0.703333,0.01,0.0829293,-0.000748642,0.109808
0.71,0.01,0.08457223,0.000206311,0.1087988
0.716667,0.01,0.08516166,0.001068656,0.1078857
0.723333,0.01,0.08477062,0.001857211,0.1070826
0.73,0.01,0.08351973,0.002570945,0.1063798
0.736667,0.01,0.08145212,0.003205442,0.1057761
0.743333,0.01,0.07854667,0.003738588,0.1052752
0.75,0.01,0.07498986,0.004206768,0.1048682
0.756667,0.01,0.07082983,0.004590934,0.104546
0.763333,0.01,0.06612584,0.004871693,0.1043039
0.77,0.01,0.06098656,0.005063605,0.1041367
0.776667,0.01,0.05553276,0.005153116,0.1040282
0.783333,0.01,0.04987986,0.005135649,0.10397
0.79,0.01,0.0441717,0.005004117,0.1039561
0.796667,0.01,0.03851159,0.004775562,0.1039729
0.803333,0.01,0.03303709,0.004460129,0.1040114
0.81,0.01,0.02792362,0.004081058,0.1040654
0.816667,0.01,0.02318016,0.003649084,0.1041278
0.823333,0.01,0.0188956,0.003195276,0.104193
0.83,0.01,0.01513573,0.002748372,0.1042586
0.836667,0.01,0.01190708,0.002318553,0.10432
0.843333,0.01,0.009147352,0.001917981,0.1043778
0.85,0.01,0.006839825,0.001558732,0.1044308
0.856667,0.01,0.004993151,0.001256756,0.1044777
0.863333,0.01,0.003480325,0.000992386,0.1045196
0.87,0.01,0.002270443,0.000771599,0.104556
0.876667,0.01,0.001336653,0.000596489,0.1045883
0.883333,0.01,0.000607631,0.000451801,0.1046166
