    x p
    0.000000000000000E+00    0.383472151657289E+00
    0.390624999999978E-03    0.269230297090413E+00
    0.117187499999999E-02    0.358253449046284E+00
    0.195312500000000E-02    0.412837450011922E+00
    0.273437500000001E-02    0.449760909985599E+00
    0.351562500000002E-02    0.477602778419150E+00
    0.429687499999998E-02    0.496895926211780E+00
    0.507812499999999E-02    0.509730712982356E+00
    0.585937500000000E-02    0.519133655175986E+00
    0.664062500000001E-02    0.525862637169017E+00
    0.742187500000002E-02    0.529858024467205E+00
    0.820312499999998E-02    0.531892782826165E+00
    0.898437499999999E-02    0.533036676513665E+00
    0.976562500000000E-02    0.533575005342034E+00
    0.105468750000000E-01    0.533495668773196E+00
    0.113281250000000E-01    0.532644526898628E+00
    0.121093750000000E-01    0.530872705957470E+00
    0.128906250000000E-01    0.528302303336617E+00
    0.136718750000000E-01    0.525336440600161E+00
    0.144531250000000E-01    0.522126227775659E+00
    0.152343750000000E-01    0.518716544559216E+00
    0.160156250000000E-01    0.515088953168026E+00
    0.167968750000000E-01    0.511127686590574E+00
    0.175781250000000E-01    0.506957753070146E+00
    0.183593750000000E-01    0.502730699635469E+00
    0.191406250000000E-01    0.498468685876394E+00
    0.199218750000000E-01    0.494158171946917E+00
    0.207031250000000E-01    0.489742153419622E+00
    0.214843750000000E-01    0.485128417837346E+00
    0.222656250000000E-01    0.480362872244797E+00
    0.230468750000000E-01    0.475499314160542E+00
    0.238281250000000E-01    0.470590990711714E+00
    0.246093750000000E-01    0.465646180221079E+00
    0.253906250000000E-01    0.460640828966804E+00
    0.261718750000000E-01    0.455664443949546E+00
    0.269531250000000E-01    0.450756071240511E+00
    0.277343750000000E-01    0.445923662531425E+00
    0.285156250000000E-01    0.441168061445525E+00
    0.292968750000000E-01    0.436484488141978E+00
    0.300781250000000E-01    0.431892191034377E+00
    0.308593750000000E-01    0.427393458762141E+00
    0.316406250000000E-01    0.422974215362242E+00
    0.324218750000000E-01    0.418622670685423E+00
    0.332031250000000E-01    0.414324700020620E+00
    0.339843750000000E-01    0.410066753451826E+00
    0.347656250000000E-01    0.405856325171546E+00
    0.355468750000000E-01    0.401695910616559E+00
    0.363281250000000E-01    0.397587654978267E+00
    0.371093750000000E-01    0.393538984279033E+00
    0.378906250000000E-01    0.389559056876598E+00
    0.386718750000000E-01    0.385640336386307E+00
    0.394531250000000E-01    0.381773141613101E+00
    0.402343750000000E-01    0.377949963618854E+00
    0.410156250000000E-01    0.374162087181453E+00
    0.417968750000000E-01    0.370394179935615E+00
    0.425781250000000E-01    0.366624155600181E+00
    0.433593750000000E-01    0.362859095973773E+00
    0.441406250000000E-01    0.359103369541298E+00
    0.449218750000000E-01    0.355362163370783E+00
    0.457031250000000E-01    0.351642093405267E+00
    0.464843750000000E-01    0.347970119075550E+00
    0.472656250000000E-01    0.344357478997382E+00
    0.480468750000000E-01    0.340793510378261E+00
    0.488281250000000E-01    0.337271642350635E+00
    0.496093750000000E-01    0.333786348858159E+00
    0.503906250000000E-01    0.330317546892191E+00
    0.511718750000000E-01    0.326841398707817E+00
    0.519531250000000E-01    0.323363732351325E+00
    0.527343750000000E-01    0.319886701197094E+00
    0.535156250000000E-01    0.316410853919075E+00
    0.542968750000000E-01    0.312965177135261E+00
    0.550781250000000E-01    0.309631311574918E+00
    0.558593750000000E-01    0.306393941179898E+00
    0.566406250000000E-01    0.303245080758596E+00
    0.574218750000000E-01    0.300187548002605E+00
    0.582031250000000E-01    0.297237877236415E+00
    0.589843750000000E-01    0.294347536858981E+00
    0.597656250000000E-01    0.291481628719864E+00
    0.605468750000000E-01    0.288628859130102E+00
    0.613281250000000E-01    0.285779753262107E+00
    0.621093750000000E-01    0.282923146414605E+00
    0.628906250000000E-01    0.280047321516919E+00
    0.636718750000000E-01    0.277162127660976E+00
    0.644531250000000E-01    0.274290588058483E+00
    0.652343750000000E-01    0.271447650463971E+00
    0.660156250000000E-01    0.268647393139312E+00
    0.667968750000000E-01    0.265923295630578E+00
    0.675781250000000E-01    0.263271249317618E+00
    0.683593750000000E-01    0.260673551291515E+00
    0.691406250000000E-01    0.258122874540880E+00
    0.699218750000000E-01    0.255617835688402E+00
    0.707031250000000E-01    0.253167804955159E+00
    0.714843750000000E-01    0.250765035145692E+00
    0.722656250000000E-01    0.248396912947392E+00
    0.730468750000000E-01    0.246061610402523E+00
    0.738281250000000E-01    0.243764863308247E+00
    0.746093750000000E-01    0.241533627842756E+00
    0.753906250000000E-01    0.239392999235336E+00
    0.761718750000000E-01    0.237324429615835E+00
    0.769531250000000E-01    0.235321787486129E+00
    0.777343750000000E-01    0.233389587293366E+00
    0.785156250000000E-01    0.231532714355893E+00
    0.792968750000000E-01    0.229624071860703E+00
    0.800781250000000E-01    0.227653995250339E+00
    0.808593750000000E-01    0.225626134620092E+00
    0.816406250000000E-01    0.223529980366392E+00
    0.824218750000000E-01    0.221335014354000E+00
    0.832031250000000E-01    0.219109251847248E+00
    0.839843750000000E-01    0.216892265613443E+00
    0.847656250000000E-01    0.214685225473195E+00
    0.855468750000000E-01    0.212493593368510E+00
    0.863281250000000E-01    0.210330978186252E+00
    0.871093750000000E-01    0.208265632756503E+00
    0.878906250000000E-01    0.206299557783426E+00
    0.886718750000000E-01    0.204413730035724E+00
    0.894531250000000E-01    0.202606150271002E+00
    0.902343750000000E-01    0.200892366815487E+00
    0.910156250000000E-01    0.199237786562411E+00
    0.917968750000000E-01    0.197561741521684E+00
    0.925781250000000E-01    0.195868177299595E+00
    0.933593750000000E-01    0.194154592842321E+00
